timestamp,price_usd,volume_btc,market_cap_usd,transactions,mining_difficulty,hash_rate_ths,fees_usd,sentiment,exchange
2020-01-11 16:48:35.705398,41719.4,44.5461,601893994968.58,2914,25045782563857.87,155476.57,193.2,Bullish,Bitfinex
2020-01-12 02:27:04.467001,11159.66,92.1405,1352264085088.02,9964,18984469276917.47,103547.13,381.54,Bearish,Kraken
2020-01-12 09:02:52.102950,69773.47,73.0789,707356305149.98,8017,6912325967731.34,128364.6,99.49,Bearish,Coinbase
2020-01-13 04:20:52.350635,64001.39,84.8603,572240075192.82,8463,1826639168696.68,112406.95,367.67,Bullish,Bitfinex
2020-01-13 04:57:01.745739,17529.18,84.9533,1489967484267.39,4177,19098299350544.96,172002.35,112.77,Neutral,Bitfinex
2020-01-13 14:44:35.850492,11327.41,60.6497,1294837809822.22,9454,6643786009589.29,54082.62,290.55,Neutral,Bitfinex
2020-01-13 18:43:32.081942,40101.95,4.9375,1140641396709.62,116,14256846702466.34,169497.19,143.15,Bullish,Kraken
2020-01-14 01:14:00.544677,15995.91,97.2938,43341063108.9,5400,24578607348548.48,157244.64,323.09,Neutral,Binance
2020-01-14 03:01:45.977904,14493.75,66.9959,1442313693133.6,3955,21635973268325.6,106768.56,447.23,Neutral,Bitfinex
2020-01-14 03:19:07.865307,35177.64,40.198,279960254106.57,8452,5011982129237.17,181128.88,347.66,Bullish,Kraken
2020-01-14 15:38:12.497828,35100.03,36.0129,408661813212.24,6300,4781917350305.86,190936.59,483.88,Neutral,Bitfinex
2020-01-14 20:58:20.360885,25305.23,32.0662,1225015981036.73,9394,27092993783331.56,166563.57,15.66,Bearish,Kraken
2020-01-14 22:20:59.609651,37139.1,94.4841,919734757035.3,2270,7734513818247.27,54435.25,465.84,Neutral,Kraken
2020-01-15 03:58:33.296961,64989.35,11.8412,741614793572.38,2189,22719389189120.11,58397.67,195.91,Bearish,Coinbase
2020-01-15 13:16:25.732342,34099.19,12.4939,812108977539.4,3801,23207069699013.72,146057.37,341.17,Bearish,Coinbase
2020-01-16 00:21:39.341637,13722.49,93.5662,347308237590.6,5847,18457730791101.86,101509.46,174.1,Bullish,Coinbase
2020-01-16 01:11:38.917921,26147.19,90.3216,219869540298.9,4524,8973223014789.46,245183.04,355.84,Neutral,Kraken
2020-01-16 01:27:49.825292,32304.36,55.0475,1369177212506.51,3247,1510722577525.5,106229.05,462.8,Neutral,Kraken
2020-01-16 02:46:18.351015,64797.22,85.494,1376280373106.65,7929,2797073767234.8,158550.46,165.64,Bullish,Binance
2020-01-16 11:31:27.598257,22225.99,13.7146,637833957965.8,1666,9602731392345.77,161017.96,267.58,Bullish,Binance
2020-01-16 20:01:37.486271,30323.98,69.0162,788592694360.06,3334,26052179640668.74,175895.21,166.0,Neutral,Kraken
2020-01-16 23:42:39.361885,22607.07,90.9578,900424745623.88,6278,11096331081761.94,108242.53,276.37,Neutral,Bitfinex
2020-01-17 02:04:15.097126,52147.9,24.5386,1067870665999.13,4780,20869730542086.11,192719.45,13.23,Bullish,Kraken
2020-01-17 02:18:32.004404,68711.53,19.9543,1181286255698.29,6007,11825393736979.56,177702.86,265.91,Bullish,Kraken
2020-01-17 05:38:41.639100,13336.33,65.3839,336539740456.53,8755,25159693852063.1,81317.01,285.95,Neutral,Bitfinex
2020-01-17 05:38:52.104148,18567.14,32.043,1161523790634.25,4672,4934940293143.35,152326.0,413.16,Neutral,Kraken
2020-01-17 06:09:37.568375,39081.78,32.9883,351122776172.06,2385,13374187442692.96,69126.75,49.94,Neutral,Coinbase
2020-01-17 08:35:57.633305,16412.62,12.1599,733684844109.39,2278,14997746934370.36,242821.17,14.77,Bearish,Coinbase
2020-01-17 22:59:17.633390,58249.93,97.1299,606770156137.69,5439,26030898741925.09,193711.09,334.96,Bearish,Bitfinex
2020-01-18 07:25:31.647225,35926.97,62.2629,868316108049.64,4152,20389200856847.98,232654.64,19.65,Bearish,Bitfinex
2020-01-18 08:06:19.587785,28095.21,88.2293,1341842825767.31,9102,2924802816054.6,235452.73,218.52,Bullish,Binance
2020-01-18 08:26:34.278533,45151.89,21.6569,845289368243.89,7475,15710689628113.52,172511.85,385.23,Bearish,Bitfinex
2020-01-18 09:13:09.405923,52865.45,75.5706,956333130871.03,283,9074751684850.17,230131.73,28.34,Bearish,Kraken
2020-01-18 16:47:33.637601,47254.93,62.1667,842978368902.36,7312,8089444348701.79,71094.28,398.16,Bullish,Binance
2020-01-18 16:50:36.558041,32737.35,14.8827,988399608547.06,816,24625630968992.84,86804.4,351.21,Bearish,Kraken
2020-01-18 17:02:41.729735,52397.79,40.3793,1011205891252.72,5830,25394058602469.02,85229.89,285.26,Bearish,Binance
2020-01-19 02:13:45.417570,30670.35,13.5315,917801985129.7,6278,19116561790606.96,199726.36,77.16,Neutral,Coinbase
2020-01-19 04:58:18.526855,55746.82,16.9796,1396317791310.41,6973,9922483595594.28,108730.65,154.01,Bullish,Coinbase
2020-01-19 07:13:38.315569,58643.24,91.5064,66700938321.22,7825,24180761776001.31,69409.15,373.76,Bullish,Coinbase
2020-01-19 14:09:26.485794,39495.67,37.6898,412037199985.31,3412,1718861629069.77,190527.62,469.42,Bearish,Kraken
2020-01-19 15:41:31.018143,18448.18,18.6645,917859351773.66,5083,16879218330558.62,197424.5,337.21,Bearish,Kraken
2020-01-19 17:19:53.165953,56480.38,59.6496,682614129063.58,1715,27068900030276.83,85292.52,315.52,Neutral,Coinbase
2020-01-20 00:16:21.359006,44668.42,13.4961,1436722167529.04,6635,13502266032288.02,200982.87,291.0,Bearish,Kraken
2020-01-20 04:29:32.673086,42615.73,57.8618,658739995504.14,860,25460918502502.9,69264.53,334.71,Neutral,Coinbase
2020-01-20 09:44:05.338046,20248.82,45.0773,288882599827.66,7986,15403945359293.49,177308.65,91.16,Neutral,Coinbase
2020-01-20 13:21:44.007896,46845.44,73.3468,1337016486418.3,1787,17432937290149.39,249563.51,266.9,Neutral,Coinbase
2020-01-20 16:52:37.306625,61430.76,75.8956,95476078677.48,8343,8940463749363.89,200542.91,318.39,Bullish,Binance
2020-01-20 20:10:40.172072,52724.32,94.0963,1033187849072.37,9351,13935706118414.32,167770.99,241.82,Bullish,Kraken
2020-01-21 01:18:14.933614,38392.59,87.6216,17073481538.68,2681,25720479647969.72,212126.88,106.76,Neutral,Coinbase
2020-01-21 05:35:58.615250,33910.12,69.3428,218237406954.87,9797,20256224148761.99,125546.4,124.1,Bullish,Bitfinex
2020-01-21 13:20:57.503763,53338.67,79.7013,540873378644.1,715,1447687153809.52,146685.68,27.22,Bearish,Binance
2020-01-21 14:46:44.766281,44528.45,63.3816,379208403997.2,9883,10662227046742.8,183047.99,405.06,Neutral,Coinbase
2020-01-22 14:23:56.378557,51152.58,86.8707,749059916088.7,439,16249858197726.66,81652.49,336.85,Bullish,Coinbase
2020-01-22 21:18:31.639451,15830.59,8.4093,762222202021.51,4375,27371506545799.34,209855.88,360.12,Neutral,Kraken
2020-01-23 04:04:02.524843,10229.82,54.552,927974831153.76,723,21626319408973.01,157170.14,80.67,Bearish,Coinbase
2020-01-23 04:35:28.973352,19851.1,49.4287,531468145679.54,942,24340768751949.7,205215.94,334.29,Neutral,Coinbase
2020-01-23 05:25:49.671209,37054.22,46.432,990892216066.44,702,6996499447580.94,227954.65,409.54,Bullish,Coinbase
2020-01-23 06:58:27.749267,22698.15,91.2905,1461960052094.54,1370,18479052418260.94,214862.51,16.04,Neutral,Kraken
2020-01-23 08:25:38.980393,45148.5,77.8674,821548324303.21,3560,14221682529457.38,107316.99,469.98,Neutral,Coinbase
2020-01-23 09:10:40.545721,56631.15,45.708,1311387379196.51,6145,28654362861594.44,117375.87,171.39,Bearish,Kraken
2020-01-23 21:50:33.936907,35874.03,39.6002,870100950717.01,4720,2547084008066.65,198688.14,457.31,Neutral,Kraken
2020-01-24 01:51:12.964251,36832.15,29.8873,1127593884033.59,7201,8210003831822.94,119339.61,402.01,Bullish,Kraken
2020-01-24 08:54:41.463866,62420.63,75.5003,657712932497.78,8351,28877479353788.1,60466.8,68.91,Neutral,Kraken
2020-01-24 16:25:22.758666,59573.04,45.3079,365902956589.69,4152,18581070862443.58,182091.13,273.91,Bullish,Binance
2020-01-24 16:48:41.910645,59275.57,27.0075,718245111233.55,8537,5545260326621.26,87653.1,382.59,Bearish,Kraken
2020-01-24 19:26:59.102015,62747.1,61.8076,1387283413308.28,4245,16382098556722.35,178786.34,325.49,Neutral,Binance
2020-01-24 19:45:22.401385,13690.34,84.6223,853845033948.35,9047,29990496890265.66,116941.35,431.95,Bearish,Kraken
2020-01-24 21:52:45.386517,29224.08,83.6955,624913301455.68,3908,3801836987650.19,151281.92,254.02,Bearish,Kraken
2020-01-24 23:33:52.328590,54446.12,4.2069,170725462584.58,2970,6247403672887.35,104143.02,293.5,Bullish,Coinbase
2020-01-25 02:23:05.975919,17505.33,92.0746,1336986467909.1,6696,17477871549099.82,52233.65,77.45,Neutral,Coinbase
2020-01-25 04:04:09.296639,41915.98,22.5471,1446409012713.31,769,17887630692975.85,126342.26,447.75,Neutral,Bitfinex
2020-01-25 06:24:29.701427,26864.43,77.6621,608869748895.77,8485,1524543499679.11,133709.33,318.0,Bearish,Bitfinex
2020-01-25 11:05:25.838913,49569.4,12.9161,132515212830.79,516,4500946417631.05,226974.31,98.15,Bullish,Bitfinex
2020-01-25 11:08:36.467414,20565.36,84.7547,1170282577009.31,8582,21733777825221.45,144118.48,76.01,Bullish,Kraken
2020-01-25 13:24:24.889525,11049.89,83.4467,45429735180.88,2621,22607466975422.72,58410.02,87.03,Bearish,Bitfinex
2020-01-25 21:23:49.494755,28940.11,96.6618,913979315375.03,588,3154095373129.14,144867.79,40.56,Bullish,Binance
2020-01-25 21:54:28.009850,43408.08,1.1864,923617140594.64,5411,9725394245105.25,193328.17,387.29,Bearish,Coinbase
2020-01-25 22:44:10.923912,38217.77,5.7483,503536603495.91,3842,3009948041503.75,133225.53,264.51,Bearish,Binance
2020-01-26 00:20:36.528144,40024.07,20.4153,333189277856.85,1601,20488794474869.24,248651.15,74.58,Neutral,Coinbase
2020-01-26 14:29:05.617070,61417.01,95.0973,814799577053.58,3619,5732523322212.34,112704.23,68.17,Bearish,Binance
2020-01-26 16:10:14.363214,14736.36,78.7078,337006852631.12,2364,7388124866110.82,217921.9,60.92,Neutral,Bitfinex
2020-01-26 21:54:26.613894,25917.11,42.6683,121479633498.31,7573,24593890557520.11,205266.2,486.23,Bullish,Kraken
2020-01-27 02:27:12.626072,29719.87,8.2325,1422296044725.44,688,6922247401893.72,218830.43,78.56,Bearish,Coinbase
2020-01-27 06:16:56.054488,67937.92,65.9279,110994206225.92,3943,6068705331464.85,97499.72,28.73,Bullish,Binance
2020-01-27 11:17:53.554919,49710.08,43.36,145212406752.23,3926,19058844987102.22,239617.44,245.85,Bullish,Coinbase
2020-01-27 14:59:49.329867,39104.37,42.3176,1250077252635.46,7785,18315553135595.3,89189.68,435.4,Bearish,Kraken
2020-01-27 16:40:02.732965,63170.28,85.0795,440176601036.14,2691,19657009793889.55,204628.89,447.74,Bullish,Kraken
2020-01-27 22:51:31.947454,45615.55,89.1465,96039582919.77,8979,1161496958086.18,178532.07,77.57,Neutral,Binance
2020-01-28 13:05:14.795549,27755.58,85.0828,511651875615.39,5288,13468283118649.77,229427.56,164.03,Bullish,Kraken
2020-01-28 14:09:02.650388,22558.36,63.1773,1382089499147.58,2462,26674887574576.57,158355.79,427.81,Bearish,Kraken
2020-01-28 18:51:16.399339,11310.8,69.1417,909373419127.32,6991,4976586188116.99,60312.2,272.35,Neutral,Coinbase
2020-01-29 00:46:43.249119,27168.1,68.5061,47728450394.28,1665,2710043780943.14,73463.2,401.05,Bullish,Kraken
2020-01-30 09:13:15.363275,20626.64,27.4645,443518292316.67,7785,29827600433722.74,92602.2,169.6,Neutral,Coinbase
2020-01-30 14:04:48.909903,50304.69,36.1619,1098127282530.68,792,14748926943285.55,174612.39,169.51,Bearish,Binance
2020-01-30 14:56:18.324213,58298.01,45.0676,1100637602540.02,7286,26517629172474.64,143684.99,495.79,Bearish,Kraken
2020-01-30 18:04:08.097097,49286.55,29.6245,467672696343.16,5779,12441877630061.23,62078.3,390.42,Bullish,Kraken
2020-01-31 07:11:08.691229,22419.55,98.8391,747754455115.33,3868,21439627002712.41,247291.7,108.29,Bullish,Kraken
2020-01-31 10:31:57.899523,22243.86,76.8758,942090831175.94,1799,1110938758955.07,106051.22,449.95,Bearish,Binance
2020-01-31 12:35:54.786624,64575.72,46.9701,911356252381.27,2424,12717043363086.79,184153.31,352.38,Neutral,Bitfinex
2020-01-31 18:37:19.446820,29210.87,1.8828,1367472492121.42,3742,14009722887705.18,239583.25,211.48,Bearish,Bitfinex
2020-02-01 00:07:10.160994,54227.94,10.0108,843959485514.04,6325,9644119995481.1,191248.13,189.5,Bullish,Binance
2020-02-01 01:17:56.432523,44078.46,80.8532,938463207170.56,4903,12566821866735.74,136832.68,330.29,Neutral,Coinbase
2020-02-01 06:11:01.018735,13916.61,57.0596,980790519043.66,3542,11281658832806.47,184652.57,22.9,Bullish,Binance
2020-02-01 09:07:30.426567,45336.16,78.2251,293534437791.01,9095,1911474571856.32,124913.64,357.63,Bearish,Coinbase
2020-02-01 11:04:51.060135,44589.33,84.2055,1200227703691.18,547,6015445420408.86,217677.95,47.52,Bullish,Coinbase
2020-02-01 17:34:11.545035,60220.8,60.9544,1392774509940.34,59,11374479487188.58,58208.05,105.22,Bearish,Kraken
2020-02-01 20:04:20.789422,65338.47,32.6745,42201583385.27,4549,20404075730172.36,120693.41,180.15,Neutral,Binance
2020-02-01 20:55:51.585899,34721.06,14.5625,437582632468.02,4436,29419489073259.08,96469.58,158.89,Neutral,Coinbase
2020-02-02 02:49:34.273001,24101.88,99.6763,559234440275.11,8895,4309284690720.78,141181.35,216.96,Bullish,Coinbase
2020-02-02 06:10:33.552887,33061.3,98.2266,1075836846458.44,8475,28381741206295.73,111333.32,489.58,Neutral,Coinbase
2020-02-02 10:59:14.044631,49658.43,27.5819,1239494354213.97,9662,4837831356495.76,200352.73,425.1,Bullish,Coinbase
2020-02-02 15:36:16.226208,35579.1,95.034,719674697500.24,7823,3925423048981.32,135542.7,253.45,Bearish,Kraken
2020-02-02 23:38:58.437280,44531.21,31.5247,78097233612.17,1309,19789220761768.28,197740.18,215.73,Neutral,Coinbase
2020-02-03 07:14:54.569111,59542.66,37.8217,1429284250687.27,4058,2581123179592.99,65626.92,473.43,Bearish,Bitfinex
2020-02-03 08:06:44.335516,25085.81,29.4997,1496142142999.38,2636,1980456065422.49,224946.72,146.34,Bearish,Kraken
2020-02-03 09:29:46.427326,14325.06,47.6848,1390533382616.86,7019,27139505071420.0,85004.94,146.73,Neutral,Bitfinex
2020-02-03 16:14:54.195831,26384.25,38.7217,1454958119677.96,3786,16786729552454.08,110855.44,356.09,Bearish,Kraken
2020-02-04 05:13:53.986140,26802.24,89.8234,587212249847.98,2390,22681546468201.05,209721.75,320.24,Bullish,Bitfinex
2020-02-04 05:31:54.112660,28196.51,49.3495,263666042012.53,6959,5680682994695.94,156607.63,157.83,Neutral,Kraken
2020-02-04 13:48:32.427891,24028.77,89.8703,1361352017548.83,8182,23341237286401.39,216351.46,53.75,Bullish,Coinbase
2020-02-04 13:56:47.995887,55816.92,51.2127,638195395395.65,6920,2710896717575.97,87770.75,165.02,Bullish,Bitfinex
2020-02-04 14:41:05.975041,14233.0,16.9369,1498706477248.55,3893,23432259694901.54,89705.75,315.13,Neutral,Coinbase
2020-02-04 19:40:51.861645,22593.57,58.6808,724381699397.79,6685,9263487112233.6,143273.08,438.1,Bullish,Bitfinex
2020-02-04 22:47:37.759999,68083.95,32.3917,1381111973313.37,891,10489258582994.36,213081.62,359.47,Bearish,Kraken
2020-02-05 14:08:25.768366,25828.36,68.4754,189600384404.34,9748,5477158916599.95,216820.13,53.38,Bullish,Coinbase
2020-02-05 14:56:01.149962,68620.42,16.4198,650679691836.5,2039,2335916775504.71,63200.15,264.86,Bullish,Binance
2020-02-05 18:05:30.570691,19759.65,89.3217,105272214046.14,8810,8379441087849.49,196743.84,117.6,Bullish,Binance
2020-02-05 18:59:41.901253,67187.21,8.3816,986908293063.86,855,22202769959563.37,149188.04,180.25,Bullish,Binance
2020-02-06 00:43:34.351958,68608.02,31.5558,98846302667.79,7058,21001008467422.32,249879.88,39.26,Neutral,Coinbase
2020-02-06 01:07:44.027342,45267.72,85.6713,138239786669.31,3160,1568547824766.66,112278.68,213.64,Bullish,Coinbase
2020-02-06 07:39:58.000593,21282.47,32.8765,1105356993951.38,8409,28018557548791.18,67614.22,178.87,Neutral,Coinbase
2020-02-06 22:28:37.994543,27965.39,49.4026,1208251179557.12,3902,27799387309797.14,183702.12,183.02,Bullish,Binance
2020-02-06 22:48:03.421724,24123.0,82.0046,670540321884.77,477,27809554316162.72,151814.61,96.54,Bullish,Binance
2020-02-07 03:18:03.054352,54977.55,62.39,152861241867.55,831,16368422228029.95,81777.31,195.62,Bearish,Coinbase
2020-02-07 06:09:17.804410,22212.09,58.1985,1434995885202.94,6234,26590621967186.54,164333.54,217.19,Bullish,Coinbase
2020-02-07 18:33:41.900600,33776.64,69.3456,282831885395.23,6172,23699503651410.38,132808.88,280.99,Bullish,Bitfinex
2020-02-08 07:51:01.832489,63774.17,66.1863,117622369869.83,1865,6620904767503.9,61757.68,133.46,Neutral,Bitfinex
2020-02-08 08:27:59.252197,44382.53,85.6145,862995702499.48,6084,2445836507213.97,122533.92,281.78,Neutral,Bitfinex
2020-02-08 11:38:26.269309,28183.95,68.2029,231850307424.92,7418,19874987186297.24,63500.01,91.13,Bearish,Bitfinex
2020-02-08 12:42:49.156016,42480.12,71.265,87482139011.8,1428,27817155468201.66,59482.4,441.9,Bullish,Coinbase
2020-02-08 20:03:45.915924,18954.97,79.0436,1470513370181.7,6256,14640316351915.66,205775.07,417.14,Bearish,Binance
2020-02-09 00:11:44.354636,42855.54,46.4924,1484057599185.24,8664,8302500163162.5,89974.41,334.3,Neutral,Coinbase
2020-02-10 03:19:38.525272,51773.29,69.2476,1460884604482.07,6897,29696292895173.83,187563.83,481.12,Bullish,Kraken
2020-02-10 04:33:27.079385,34441.93,17.019,325014587581.96,3005,14858766252871.68,175094.16,298.25,Bullish,Binance
2020-02-10 07:06:06.707019,62577.54,56.3712,1241259717922.9,5955,14541455943816.37,229993.57,303.58,Bearish,Bitfinex
2020-02-10 18:41:14.155489,11919.67,95.7496,778781512749.88,203,22267919350879.46,99130.43,205.63,Neutral,Bitfinex
2020-02-11 03:24:35.044795,26240.48,85.9092,892951249158.93,6263,16548142342861.24,152133.75,149.41,Bullish,Kraken
2020-02-11 05:24:55.375937,60097.41,85.0746,977154735973.8,4023,26459995816659.84,86227.07,20.2,Bearish,Binance
2020-02-11 09:05:37.679217,13859.15,64.2782,1336386229651.42,7254,7655741903673.47,169656.95,215.16,Bearish,Binance
2020-02-11 17:02:02.270737,47650.33,71.7674,480410609914.47,8746,3289325044807.72,232488.67,179.49,Bullish,Coinbase
2020-02-11 20:17:05.527000,63845.14,64.3883,1082671161101.91,5780,11685053395637.32,91291.25,93.63,Bearish,Bitfinex
2020-02-11 20:19:09.426942,17261.5,79.325,1371798183907.5,1388,16672700095117.26,94969.07,275.24,Neutral,Binance
2020-02-11 20:49:06.385149,54344.02,55.9885,219091544828.06,5275,5768564371819.83,146217.17,449.48,Bearish,Bitfinex
2020-02-12 02:47:02.175107,56831.53,86.9782,637204319592.29,5659,26426182317075.81,130263.94,266.93,Bullish,Kraken
2020-02-12 03:10:23.422208,42856.97,90.3986,939758838750.68,1259,18602555558219.6,149899.23,59.31,Bullish,Kraken
2020-02-12 07:23:53.707475,27642.38,77.4699,762123222964.27,8392,26661894843743.69,128231.45,318.13,Bullish,Binance
2020-02-12 16:26:39.423934,69744.07,89.4532,1213392858097.05,7741,1683438971339.14,79078.02,32.04,Bullish,Kraken
2020-02-12 20:11:21.309207,52799.3,59.5351,334078419201.05,9177,28257012478326.62,124018.3,161.36,Bullish,Binance
2020-02-12 21:47:09.711831,31195.08,37.3527,698543500871.34,2305,26554417966639.72,223813.7,160.59,Bullish,Kraken
2020-02-12 22:39:57.751374,50092.77,54.7073,1040121457194.73,7373,14986239859536.2,158406.42,1.14,Bullish,Binance
2020-02-13 01:01:16.071301,37702.97,29.24,522366664729.29,1595,1107439093338.26,180605.98,218.9,Bullish,Binance
2020-02-13 06:14:47.495103,53852.22,95.6502,447612747634.83,967,16871770818642.47,118676.42,145.98,Bearish,Binance
2020-02-13 06:53:52.110756,37935.88,42.7927,1340742504907.29,5997,16529773770065.48,131412.96,7.17,Neutral,Kraken
2020-02-13 12:37:38.489848,50720.2,15.6003,212703057371.27,9224,13193204643217.01,110248.28,292.73,Bearish,Coinbase
2020-02-13 13:39:29.666470,48346.47,90.7735,921879982050.04,3572,24230152176712.76,91102.56,33.96,Neutral,Coinbase
